TIME,POWER_STAIR,POWER_EXP
696,0.31067515799456463,0.31067515799456463
700,0.30483612712470454,0.30483612712470454
704,0.2990792500534438,0.2990792500534438
708,0.29340375862784107,0.29340375862784107
712,0.28780888826860573,0.28780888826860573
716,0.2822938779700963,0.2822938779700963
720,0.27685797030032316,0.27685797030032316
724,0.2715004114009453,0.2715004114009453
728,0.26622045098727265,0.26622045098727265
732,0.26101734234826507,0.26101734234826507
736,0.25589034234653313,0.23858384420040923
740,0.2508387114183366,0.2508387114183366
744,0.24586171357358613,0.24586171357358613
748,0.2409586163958425,0.2409586163958425
752,0.23612869104231596,0.23612869104231596
756,0.23137121224386797,0.23137121224386797
760,0.22668545830500975,0.22668545830500975
764,0.22207071110390209,0.22207071110390209
768,0.0,0.0
772,0.0,0.0
776,0.0,0.0
780,0.0,0.0
784,0.0,0.0
788,0.0,0.0
792,0.0,0.0
796,0.0,0.0
800,0.0,0.0
804,0.0,0.0
808,0.0,0.0
812,0.0,0.0
816,0.0,0.0
820,0.0,0.0
824,0.0,0.0
828,0.0,0.0
832,0.0,0.0
836,0.0,0.0
840,0.0,0.0
844,0.0,0.0
848,0.0,0.0
852,0.0,0.0
856,0.0,0.0
860,0.0,0.0
864,0.0,0.0
868,0.0,0.0
872,0.0,0.0
876,0.0,0.0
880,0.0,0.0
884,0.0,0.0
888,0.0,0.0
892,0.0,0.0
896,0.0,0.0
900,0.0,0.0
904,0.0,0.0
908,0.0,0.0
912,0.0,0.0
916,0.0,0.0
920,0.0,0.0
924,0.0,0.0
928,0.0,0.0
932,0.0,0.0
936,0.0,0.0
940,0.0,0.0
944,0.0,0.0
948,0.0,0.0
952,0.0,0.0
956,0.0,0.0
960,0.0,0.0
964,0.0,0.0
968,0.0,0.0
972,0.0,0.0
976,0.0,0.0
980,0.0,0.0
984,0.0,0.0
988,0.0,0.0
992,0.0,0.0
996,0.0,0.0
1000,0.0,0.0
1004,0.0,0.0
1008,0.0,0.0
1012,0.0,0.0
1016,0.0,0.0
1020,0.0,0.0
1024,0.0,0.0
1028,0.0,0.0
1032,0.0,0.0
1036,0.0,0.0
1040,0.0,0.0
1044,0.0,0.0
1048,0.0,0.0
1052,0.0,0.0
1056,0.0,0.0
1060,0.0,0.0
1064,0.0,0.0
1068,0.0,0.0
1072,0.0,0.0
1076,0.0,0.0
1080,0.0,0.0
1084,0.0,0.0
1088,0.0,0.0
1092,0.0,0.0
1096,0.0,0.0
1100,0.0,0.0
1104,0.0,0.0
1108,0.0,0.0
1112,0.0,0.0
1116,0.0,0.0
1120,0.0,0.0
1124,0.0,0.0
1128,0.0,0.0
1132,0.0,0.0
1136,0.0,0.0
1140,0.0,0.0
1144,0.0,0.0
1148,0.0,0.0
1152,0.0,0.0
1156,0.0,0.0
1160,0.0,0.0
1164,0.0,0.0
1168,0.0,0.0
1172,0.0,0.0
1176,0.0,0.0
1180,0.0,0.0
1184,0.0,0.0
1188,0.0,0.0
1192,0.0,0.0
1196,0.0,0.0
1200,0.0,0.0
1204,0.0,0.0
1208,0.0,0.0
1212,0.0,0.0
1216,0.0,0.0
1220,0.0,0.0
1224,0.0,0.0
1228,0.0,0.0
1232,0.0,0.0
1236,0.0,0.0
1240,0.0,0.0
1244,0.0,0.0
1248,0.0,0.0
1252,0.0,0.0
1256,0.0,0.0
1260,0.0,0.0
1264,0.0,0.0
1268,0.0,0.0
1272,0.0,0.0
1276,0.0,0.0
1280,0.0,0.0
1284,0.0,0.0
1288,0.0,0.0
1292,0.0,0.0
1296,0.0,0.0
1300,0.0,0.0
1304,0.0,0.0
1308,0.0,0.0
1312,0.0,0.0
1316,0.0,0.0
1320,0.0,0.0
1324,0.0,0.0
1328,0.0,0.0
1332,0.0,0.0
1336,0.0,0.0
1340,0.0,0.0
1344,0.0,0.0
1348,0.0,0.0
1352,0.0,0.0
1356,0.0,0.0
1360,0.0,0.0
1364,0.0,0.0
1368,0.0,0.0
1372,0.0,0.0
1376,0.0,0.0
1380,0.0,0.0
1384,0.0,0.0
1388,0.0,0.0
1392,0.0,0.0
1396,0.0,0.0
1400,0.0,0.0
1404,0.0,0.0
1408,0.0,0.0
1412,0.0,0.0
1416,0.0,0.0
1420,0.0,0.0
1424,0.0,0.0
1428,0.0,0.0
1432,0.0,0.0
1436,0.0,0.0
1440,0.0,0.0
1444,0.0,0.0
1448,0.0,0.0
1452,0.0,0.0
1456,0.0,0.0
1460,0.0,0.0
1464,0.0,0.0
1468,0.0,0.0
1472,0.0,0.0
1476,0.0,0.0
1480,0.0,0.0
1484,0.0,0.0
1488,0.0,0.0
1492,0.0,0.0
1496,0.0,0.0
1500,0.0,0.0
1504,0.0,0.0
1508,0.0,0.0
1512,0.0,0.0
1516,0.0,0.0
1520,0.0,0.0
1524,0.0,0.0
1528,0.0,0.0
1532,0.0,0.0
1536,0.0,0.0
1540,0.0,0.0
1544,0.0,0.0
1548,0.0,0.0
1552,0.0,0.0
1556,0.0,0.0
1560,0.0,0.0
1564,0.0,0.0
1568,0.0,0.0
1572,0.0,0.0
1576,0.0,0.0
1580,0.0,0.0
1584,0.0,0.0
1588,0.0,0.0
1592,0.0,0.0
1596,0.0,0.0
1600,0.0,0.0
1604,0.0,0.0
1608,0.0,0.0
1612,0.0,0.0
1616,0.0,0.0
1620,0.0,0.0
1624,0.0,0.0
1628,0.0,0.0
1632,0.0,0.0
1636,0.0,0.0
1640,0.0,0.0
1644,0.0,0.0
1648,0.0,0.0
1652,0.0,0.0
1656,0.0,0.0
1660,0.0,0.0
1664,0.0,0.0
1668,0.0,0.0
1672,0.0,0.0
1676,0.0,0.0
1680,0.0,0.0
1684,0.0,0.0
1688,0.0,0.0
1692,0.0,0.0
1696,0.0,0.0
1700,0.0,0.0
1704,0.0,0.0
1708,0.0,0.0
1712,0.0,0.0
1716,0.0,0.0
1720,0.0,0.0
1724,0.0,0.0
1728,0.0,0.0
1732,0.0,0.0
1736,0.0,0.0
1740,0.0,0.0
1744,0.0,0.0
1748,0.0,0.0
1752,0.0,0.0
1756,0.0,0.0
1760,0.0,0.0
1764,0.0,0.0
1768,0.0,0.0
1772,0.0,0.0
1776,0.0,0.0
1780,0.0,0.0
1784,0.0,0.0
1788,0.0,0.0
1792,0.0,0.0
1796,0.0,0.0
1800,0.0,0.0
1804,0.0,0.0
1808,0.0,0.0
1812,0.0,0.0
1816,0.0,0.0
1820,0.0,0.0
1824,0.0,0.0
1828,0.0,0.0
1832,0.0,0.0
1836,0.0,0.0
1840,0.0,0.0
1844,0.0,0.0
1848,0.0,0.0
1852,0.0,0.0
1856,0.0,0.0
1860,0.0,0.0
1864,0.0,0.0
1868,0.0,0.0
1872,0.0,0.0
1876,0.0,0.0
1880,0.0,0.0
1884,0.0,0.0
1888,0.0,0.0
1892,0.0,0.0
1896,0.0,0.0
1900,0.0,0.0
1904,0.0,0.0
1908,0.0,0.0
1912,0.0,0.0
1916,0.0,0.0
1920,0.0,0.0
1924,0.0,0.0
1928,0.0,0.0
1932,0.0,0.0
1936,0.0,0.0
1940,0.0,0.0
1944,0.0,0.0
1948,0.0,0.0
1952,0.0,0.0
1956,0.0,0.0
1960,0.0,0.0
1964,0.0,0.0
1968,0.0,0.0
1972,0.0,0.0
1976,0.0,0.0
1980,0.0,0.0
1984,0.0,0.0
1988,0.0,0.0
1992,0.0,0.0
1996,0.0,0.0
2000,0.0,0.0
2004,0.0,0.0
2008,0.0,0.0
2012,0.0,0.0
2016,0.0,0.0
2020,0.0,0.0
2024,0.0,0.0
2028,0.0,0.0
2032,0.0,0.0
2036,0.0,0.0
2040,0.0,0.0
2044,0.0,0.0
2048,0.0,0.0
2052,0.0,0.0
2056,0.0,0.0
2060,0.0,0.0
2064,0.0,0.0
2068,0.0,0.0
2072,0.0,0.0
2076,0.0,0.0
2080,0.0,0.0
2084,0.0,0.0
2088,0.0,0.0
2092,0.0,0.0
2096,0.0,0.0
2100,0.0,0.0
2104,0.0,0.0
2108,0.0,0.0
2112,0.0,0.0
2116,0.0,0.0
2120,0.0,0.0
2124,0.0,0.0
2128,0.0,0.0
2132,0.0,0.0
2136,0.0,0.0
2140,0.0,0.0
2144,0.0,0.0
2148,0.0,0.0
2152,0.0,0.0
2156,0.0,0.0
2160,0.0,0.0
2164,0.0,0.0
2168,0.0,0.0
2172,0.0,0.0
2176,0.0,0.0
2180,0.0,0.0
2184,0.0,0.0
2188,0.0,0.0
2192,0.0,0.0
2196,0.0,0.0
2200,0.0,0.0
2204,0.0,0.0
2208,0.0,0.0
2212,0.0,0.0
2216,0.0,0.0
2220,0.0,0.0
2224,0.0,0.0
2228,0.0,0.0
2232,0.0,0.0
2236,0.0,0.0
2240,0.0,0.0
2244,0.0,0.0
2248,0.0,0.0
2252,0.0,0.0
2256,0.0,0.0
2260,0.0,0.0
2264,0.0,0.0
2268,0.0,0.0
2272,0.0,0.0
2276,0.0,0.0
2280,0.0,0.0
2284,0.0,0.0
2288,0.0,0.0
2292,0.0,0.0
2296,0.0,0.0
2300,0.0,0.0
2304,0.0,0.0
2308,0.0,0.0
2312,0.0,0.0
2316,0.0,0.0
2320,0.0,0.0
2324,0.0,0.0
2328,0.0,0.0
2332,0.0,0.0
2336,0.0,0.0
2340,0.0,0.0
2344,0.0,0.0
2348,0.0,0.0
2352,0.0,0.0
2356,0.0,0.0
2360,0.0,0.0
2364,0.0,0.0
2368,0.0,0.0
2372,0.0,0.0
2376,0.0,0.0
2380,0.0,0.0
2384,0.0,0.0
2388,0.0,0.0
2392,0.0,0.0
2396,0.0,0.0
2400,0.0,0.0
2404,0.0,0.0
2408,0.0,0.0
2412,0.0,0.0
2416,0.0,0.0
2420,0.0,0.0
2424,0.0,0.0
2428,0.0,0.0
2432,0.0,0.0
2436,0.0,0.0
2440,0.0,0.0
2444,0.0,0.0
2448,0.0,0.0
2452,0.0,0.0
2456,0.0,0.0
2460,0.0,0.0
2464,0.0,0.0
2468,0.0,0.0
2472,0.0,0.0
2476,0.0,0.0
2480,0.0,0.0
2484,0.0,0.0
2488,0.0,0.0
2492,0.0,0.0
2496,0.0,0.0
2500,0.0,0.0
2504,0.0,0.0
2508,0.0,0.0
2512,0.0,0.0
2516,0.0,0.0
2520,0.0,0.0
2524,0.0,0.0
2528,0.0,0.0
2532,0.0,0.0
2536,0.0,0.0
2540,0.0,0.0
2544,0.0,0.0
2548,0.0,0.0
2552,0.0,0.0
2556,0.0,0.0
2560,0.0,0.0
2564,0.0,0.0
2568,0.0,0.0
2572,0.0,0.0
2576,0.0,0.0
2580,0.0,0.0
2584,0.0,0.0
2588,0.0,0.0
2592,0.0,0.0
2596,0.0,0.0
2600,0.0,0.0
2604,0.0,0.0
2608,0.0,0.0
2612,0.0,0.0
2616,0.0,0.0
2620,0.0,0.0
2624,0.0,0.0
2628,0.0,0.0
2632,0.0,0.0
2636,0.0,0.0
2640,0.0,0.0
2644,0.0,0.0
2648,0.0,0.0
2652,0.0,0.0
2656,0.0,0.0
2660,0.0,0.0
2664,0.0,0.0
2668,0.0,0.0
2672,0.0,0.0
2676,0.0,0.0
2680,0.0,0.0
2684,0.0,0.0
2688,0.0,0.0
2692,0.0,0.0
2696,0.0,0.0
2700,0.0,0.0
2704,0.0,0.0
2708,0.0,0.0
2712,0.0,0.0
2716,0.0,0.0
2720,0.0,0.0
2724,0.0,0.0
2728,0.0,0.0
2732,0.0,0.0
2736,0.0,0.0
2740,0.0,0.0
2744,0.0,0.0
2748,0.0,0.0
2752,0.0,0.0
2756,0.0,0.0
2760,0.0,0.0
2764,0.0,0.0
2768,0.0,0.0
2772,0.0,0.0
2776,0.0,0.0
2780,0.0,0.0
2784,0.0,0.0
2788,0.0,0.0
2792,0.0,0.0
2796,0.0,0.0
2800,0.0,0.0
2804,0.0,0.0
2808,0.0,0.0
2812,0.0,0.0
2816,0.0,0.0
2820,0.0,0.0
2824,0.0,0.0
2828,0.0,0.0
2832,0.0,0.0
2836,0.0,0.0
2840,0.0,0.0
2844,0.0,0.0
2848,0.0,0.0
2852,0.0,0.0
2856,0.0,0.0
2860,0.0,0.0
2864,0.0,0.0
2868,0.0,0.0
2872,0.0,0.0
2876,0.0,0.0
2880,0.0,0.0
2884,0.0,0.0
2888,0.0,0.0
2892,0.0,0.0
2896,0.0,0.0
2900,0.0,0.0
2904,0.0,0.0
2908,0.0,0.0
2912,0.0,0.0
2916,0.0,0.0
2920,0.0,0.0
2924,0.0,0.0
2928,0.0,0.0
2932,0.0,0.0
2936,0.0,0.0
2940,0.0,0.0
2944,0.0,0.0
2948,0.0,0.0
2952,0.0,0.0
2956,0.0,0.0
2960,0.0,0.0
2964,0.0,0.0
2968,0.0,0.0
2972,0.0,0.0
2976,0.0,0.0
2980,0.0,0.0
2984,0.0,0.0
2988,0.0,0.0
2992,0.0,0.0
2996,0.0,0.0
3000,0.0,0.0
3004,0.0,0.0
3008,0.0,0.0
3012,0.0,0.0
3016,0.0,0.0
3020,0.0,0.0
3024,0.0,0.0
3028,0.0,0.0
3032,0.0,0.0
3036,0.0,0.0
3040,0.0,0.0
3044,0.0,0.0
3048,0.0,0.0
3052,0.0,0.0
3056,0.0,0.0
3060,0.0,0.0
3064,0.0,0.0
3068,0.0,0.0
3072,0.0,0.0
3076,0.0,0.0
3080,0.0,0.0
3084,0.0,0.0
3088,0.0,0.0
3092,0.0,0.0
3096,0.0,0.0
3100,0.0,0.0
3104,0.0,0.0
3108,0.0,0.0
3112,0.0,0.0
3116,0.0,0.0
3120,0.0,0.0
3124,0.0,0.0
3128,0.0,0.0
3132,0.0,0.0
3136,0.0,0.0
3140,0.0,0.0
3144,0.0,0.0
3148,0.0,0.0
3152,0.0,0.0
3156,0.0,0.0
3160,0.0,0.0
3164,0.0,0.0
3168,0.0,0.0
3172,0.0,0.0
3176,0.0,0.0
3180,0.0,0.0
3184,0.0,0.0
3188,0.0,0.0
3192,0.0,0.0
3196,0.0,0.0
3200,0.0,0.0
3204,0.0,0.0
3208,0.0,0.0
3212,0.0,0.0
3216,0.0,0.0
3220,0.0,0.0
3224,0.0,0.0
3228,0.0,0.0
3232,0.0,0.0
3236,0.0,0.0
3240,0.0,0.0
3244,0.0,0.0
3248,0.0,0.0
3252,0.0,0.0
3256,0.0,0.0
3260,0.0,0.0
3264,0.0,0.0
3268,0.0,0.0
3272,0.0,0.0
3276,0.0,0.0
3280,0.0,0.0
3284,0.0,0.0
3288,0.0,0.0
3292,0.0,0.0
3296,0.0,0.0
3300,0.0,0.0
3304,0.0,0.0
3308,0.0,0.0
3312,0.0,0.0
3316,0.0,0.0
3320,0.0,0.0
3324,0.0,0.0
3328,0.0,0.0
3332,0.0,0.0
3336,0.0,0.0
3340,0.0,0.0
3344,0.0,0.0
3348,0.0,0.0
3352,0.0,0.0
3356,0.0,0.0
3360,0.0,0.0
3364,0.0,0.0
3368,0.0,0.0
3372,0.0,0.0
3376,0.0,0.0
3380,0.0,0.0
3384,0.0,0.0
3388,0.0,0.0
3392,0.0,0.0
3396,0.0,0.0
3400,0.0,0.0
3404,0.0,0.0
3408,0.0,0.0
3412,0.0,0.0
3416,0.0,0.0
3420,0.0,0.0
3424,0.0,0.0
3428,0.0,0.0
3432,0.0,0.0
3436,0.0,0.0
3440,0.0,0.0
3444,0.0,0.0
3448,0.0,0.0
3452,0.0,0.0
3456,0.0,0.0
3460,0.0,0.0
3464,0.0,0.0
3468,0.0,0.0
3472,0.0,0.0
3476,0.0,0.0
3480,0.21887941070295366,0.21887941070295366
3484,0.22119312488803242,0.22119312488803242
3488,0.1490166628771188,0.22352499431567818
3492,0.22587511284857412,0.22587511284857412
3496,0.22824357458873198,0.22824357458873198
3500,0.23063047387749408,0.23063047387749408
3504,0.23303590529553092,0.23303590529553092
3508,0.2354599636628427,0.2354599636628427
3512,0.23790274403875883,0.23790274403875883
3516,0.24036434172193794,0.24036434172193794
3520,0.24284485225036861,0.24284485225036861
3524,0.24534437140136764,0.24534437140136764
3528,0.24786299519158156,0.24786299519158156
3532,0.250400819876987,0.250400819876987
3536,0.2529579419528889,0.2529579419528889
3540,0.2555344581539219,0.2555344581539219
3544,0.2581304654540498,0.2581304654540498
3548,0.2607460610665655,0.2607460610665655
3552,0.263381342444092,0.2544709179736081
3556,0.26603640727858074,0.26603640727858074
3560,0.26871135350131325,0.26871135350131325
3564,0.27140627928289873,0.25303420708729496
3568,0.255562672361604,0.2741212830332782
3572,0.27685646340172,0.27685646340172
3576,0.27014395632417315,0.2796119192768226
3580,0.28238774978651315,0.28238774978651315
3584,0.2851840542980494,0.2851840542980494
3588,0.2880009324180165,0.2880009324180165
3592,0.28098463017662095,0.29083848399233053
3596,0.2936968091062361,0.2936968091062361
3600,0.29657600808430745,0.29657600808430745
3604,0.29947618149044797,0.29947618149044797
3608,0.3023974301278902,0.3023974301278902
3612,0.3025297854497359,0.3025297854497359
3616,0.3022218938175476,0.3022218938175476
3620,0.3019142356882859,0.3019142356882859
3624,0.30160681094479874,0.2811584649707013
3628,0.3473045951689005,0.3012996194699613
3632,0.30099266114667894,0.30099266114667894
3636,0.30068593585788583,0.28030094041366194
3640,0.3003794434865453,0.3003794434865453
3644,0.30007318391564924,0.30007318391564924
3648,0.29976715702822027,0.29976715702822027
3652,0.29946136270730817,0.29946136270730817
3656,0.2991558008359927,0.2991558008359927
3660,0.29885047129738296,0.29885047129738296
3664,0.29854537397461695,0.29854537397461695
3668,0.29824050875086194,0.29824050875086194
3672,0.2979358755093135,0.2979358755093135
3676,0.2976314741331977,0.2976314741331977
3680,0.29732730450576883,0.29732730450576883
3684,0.29702336651031036,0.29702336651031036
3688,0.29671966003013484,0.29671966003013484
3692,0.29641618494858385,0.29641618494858385
3696,0.2961129411490292,0.2961129411490292
3700,0.29580992851487,0.29580992851487
3704,0.2955071469295359,0.2955071469295359
3708,0.295204596276485,0.295204596276485
3712,0.2949022764392049,0.2949022764392049
3716,0.29460018730121196,0.29460018730121196
3720,0.29429832874605116,0.29429832874605116
3724,0.28403425467703397,0.27407180869676967
3728,0.2936953029185566,0.2936953029185566
3732,0.2933941354134591,0.2933941354134591
3736,0.29309319802566786,0.29309319802566786
3740,0.29279249063887425,0.29279249063887425
3744,0.2924920131367986,0.2924920131367986
3748,0.2822913821778499,0.29219176540318975
3752,0.291891747321827,0.291891747321827
3756,0.2915919587765181,0.2915919587765181
3760,0.29129239965109893,0.29129239965109893
3764,0.29099306982943596,0.29099306982943596
3768,0.290693969195424,0.290693969195424
3772,0.2903950976329873,0.2903950976329873
3776,0.29009645502607906,0.29009645502607906
3780,0.2897980412586819,0.2897980412586819
3784,0.28949985621480673,0.28949985621480673
3788,0.28920189977849475,0.28920189977849475
3792,0.2889041718338148,0.2889041718338148
3796,0.2690524237455601,0.28860667226486664
3800,0.2883094009557776,0.2883094009557776
3804,0.28801235779070505,0.28801235779070505
3808,0.2877155426538348,0.2877155426538348
3812,0.28741895542938245,0.28741895542938245
3816,0.28712259600159246,0.28712259600159246
3820,0.2868264642547381,0.2868264642547381
3824,0.28653056007312194,0.28653056007312194
3828,0.28623488334107583,0.28623488334107583
3832,0.28593943394296095,0.28593943394296095
3836,0.28564421176316684,0.27596892496621017
3840,0.2853492166861126,0.2853492166861126
3844,0.2850544485962466,0.2850544485962466
3848,0.2847599073780463,0.2847599073780463
3852,0.26519604414091036,0.28446559291601764
3856,0.28417150509469674,0.28417150509469674
3860,0.2838776437986482,0.2838776437986482
3864,0.2835840089124653,0.2835840089124653
3868,0.2641018227837655,0.28329060032077136
3872,0.28299741790821803,0.28299741790821803
3876,0.28270446155948725,0.28270446155948725
3880,0.2824117311592884,0.2824117311592884
3884,0.2821192265923613,0.2821192265923613
3888,0.2818269477434743,0.2818269477434743
3892,0.28153489449742525,0.28153489449742525
3896,0.2812430667390403,0.2812430667390403
3900,0.280951464353176,0.280951464353176
3904,0.2616521205473586,0.28066008722471664
3908,0.2803689352385765,0.2803689352385765
3912,0.27825324234873056,0.27825324234873056
3916,0.2749586208612915,0.24703440174833552
3920,0.271693141691606,0.271693141691606
3924,0.2684566338986683,0.2684566338986683
3928,0.2652489270392582,0.2652489270392582
3932,0.2620698511679402,0.2620698511679402
3936,0.2589192368370662,0.2589192368370662
3940,0.25579691509677255,0.25579691509677255
3944,0.2527027174949816,0.2527027174949816
3948,0.2496364760774019,0.2496364760774019
3952,0.24659802338752676,0.24659802338752676
3956,0.24358719246663624,0.24358719246663624
3960,0.24060381685379456,0.24060381685379456
3964,0.2376477305858535,0.2376477305858535
3968,0.2347187681974492,0.2347187681974492
3972,0.23181676472100377,0.23181676472100377
3976,0.22894155568672583,0.15262770379115057
3980,0.0,0.07536432570753593
3984,0.22327086555443035,0.22327086555443035
3988,0.22047505800575745,0.22047505800575745
3992,0.0,0.0
3996,0.0,0.0
4000,0.0,0.0
4004,0.0,0.0
4008,0.0,0.0
4012,0.0,0.0
